Link Id	Count Station Id	Hour	MATSIM volumes	Count volumes	Relative Error	Normalized Relative Error	GEH
413762920_0	37A	18	340.7	764	-0.554	0.554	18.011
414043854_0	30B	6	50	1461	-0.966	0.966	51.335
414043854_0	30B	7	1062.4	3023	-0.649	0.649	43.38
414043854_0	30B	8	2197.6	2375	-0.075	0.075	3.71
414043854_0	30B	9	845.8	2297	-0.632	0.632	36.609
414043854_0	30B	10	109.3	2534	-0.957	0.957	66.696
414043854_0	30B	11	520	2381	-0.782	0.782	48.864
414043854_0	30B	12	540.3	2721	-0.801	0.801	54.003
414043854_0	30B	13	409	2537	-0.839	0.839	55.446
414043854_0	30B	14	879.2	2856	-0.692	0.692	45.743
414043854_0	30B	15	237.1	2865	-0.917	0.917	66.726
414043854_0	30B	16	926.6	3093	-0.7	0.7	48.324
414043854_0	30B	17	1177.8	3568	-0.67	0.67	49.068
414043854_0	30B	18	1945	3956	-0.508	0.508	37.022
414043854_0	30B	19	2834.5	2829	0.002	0.002	0.103
414043854_0	30B	20	2968.2	2102	0.412	0.292	17.204
414043854_0	30B	21	1497.7	2128	-0.296	0.296	14.804
414043855_1	55C	7	3312	3612	-0.083	0.083	5.099
414043855_1	55C	8	4120.3	2589	0.591	0.372	26.438
414043855_1	55C	9	3030.5	2259	0.342	0.255	15.002
414043855_1	55C	16	579.7	1940	-0.701	0.701	38.324
414043855_1	55C	17	1045.3	3023	-0.654	0.654	43.85
414043855_1	55C	18	1148.1	2551	-0.55	0.55	32.621
414043856_1	55B	7	1010	3404	-0.703	0.703	50.959
414043856_1	55B	8	2708.6	2590	0.046	0.044	2.304
414043856_1	55B	9	1686.2	2158	-0.219	0.219	10.761
414043856_1	55B	16	1584.7	1925	-0.177	0.177	8.123
414043856_1	55B	17	1926.7	3371	-0.428	0.428	28.063
414043856_1	55B	18	3741.9	3861	-0.031	0.031	1.932
414043859_0	30A	6	50	134	-0.627	0.627	8.758
414043859_0	30A	7	409.6	501	-0.182	0.182	4.283
414043859_0	30A	8	515.2	440	0.171	0.146	3.441
414043859_0	30A	9	521.5	329	0.585	0.369	9.335
414043859_0	30A	10	145.7	410	-0.645	0.645	15.856
414043859_0	30A	11	0	472	-1	1	30.725
414043859_0	30A	12	100.6	565	-0.822	0.822	25.457
414043859_0	30A	13	177.4	754	-0.765	0.765	26.719
414043859_0	30A	14	24.4	497	-0.951	0.951	29.27
414043859_0	30A	15	67.2	542	-0.876	0.876	27.205
414043859_0	30A	16	418.9	628	-0.333	0.333	9.139
414043859_0	30A	17	324.5	1186	-0.726	0.726	31.348
414043859_0	30A	18	673.9	1872	-0.64	0.64	33.581
414043859_0	30A	19	1238.7	737	0.681	0.405	15.962
414043859_0	30A	20	1062.8	466	1.281	0.562	21.586
414043859_0	30A	21	71	477	-0.851	0.851	24.527
414043864_2	30D	6	40	1614	-0.975	0.975	54.733
414043864_2	30D	7	1430.1	2757	-0.481	0.481	29
414043864_2	30D	8	1868.1	1713	0.091	0.083	3.665
414043864_2	30D	9	1526	1312	0.163	0.14	5.681
414043864_2	30D	10	163.2	1229	-0.867	0.867	40.396
414043864_2	30D	11	180	1522	-0.882	0.882	46.003
414043864_2	30D	12	170	1801	-0.906	0.906	51.955
414043864_2	30D	13	150	1831	-0.918	0.918	53.412
414043864_2	30D	14	219.9	1579	-0.861	0.861	45.317
414043864_2	30D	15	130	1450	-0.91	0.91	46.963
414043864_2	30D	16	170	1524	-0.888	0.888	46.524
414043864_2	30D	17	309.9	2242	-0.862	0.862	54.089
414043864_2	30D	18	166.9	2581	-0.935	0.935	65.128
414043864_2	30D	19	476.7	2072	-0.77	0.77	44.689
414043864_2	30D	20	202.1	1101	-0.816	0.816	35.216
414043864_2	30D	21	123.4	1529	-0.919	0.919	48.901
414279356_0	LC6B	7	523.7	665	-0.212	0.212	5.796
414279356_0	LC6B	8	756.3	742	0.019	0.019	0.522
414279356_0	LC6B	9	10.5	682	-0.985	0.985	36.087
414279356_0	LC6B	10	0	624	-1	1	35.327
414279356_0	LC6B	11	0	597	-1	1	34.554
414279356_0	LC6B	12	142.7	568	-0.749	0.749	22.561
414279356_0	LC6B	13	111.3	612	-0.818	0.818	26.329
414279356_0	LC6B	14	300	450	-0.333	0.333	7.746
414279356_0	LC6B	15	10	579	-0.983	0.983	33.157
414279356_0	LC6B	16	180	681	-0.736	0.736	24.146
414279356_0	LC6B	17	80	930	-0.914	0.914	37.825
434689238_1	46A	7	1029.6	1229	-0.162	0.162	5.934
434689238_1	46A	8	1043.6	1298	-0.196	0.196	7.435
434689238_1	46A	9	1075.6	986	0.091	0.083	2.791
434689238_1	46A	16	0	803	-1	1	40.075
434689238_1	46A	17	0	724	-1	1	38.053
434689238_1	46A	18	40	951	-0.958	0.958	40.926
45573785_0	SL5A	6	0	423	-1	1	29.086
45573785_0	SL5A	7	450	695	-0.353	0.353	10.239
45573785_0	SL5A	8	630.3	776	-0.188	0.188	5.495
45573785_0	SL5A	9	45.6	780	-0.942	0.942	36.146
45573785_0	SL5A	10	0	709	-1	1	37.656
45573785_0	SL5A	11	0	740	-1	1	38.471
45573785_0	SL5A	12	79.4	669	-0.881	0.881	30.479
45573785_0	SL5A	13	60.6	691	-0.912	0.912	32.519
45573785_0	SL5A	14	300	772	-0.611	0.611	20.387
45573785_0	SL5A	15	10	848	-0.988	0.988	40.459
45573785_0	SL5A	16	90	867	-0.896	0.896	35.521
45573785_0	SL5A	17	0	926	-1	1	43.035
45573785_0	SL5A	18	552.9	877	-0.37	0.37	12.121
45573785_0	SL5A	19	418.1	783	-0.466	0.466	14.89
470854274_0	LC4B	7	10	65	-0.846	0.846	8.981
470854274_0	LC4B	8	90	92	-0.022	0.022	0.21
470854274_0	LC4B	9	0	112	-1	1	14.967
470854274_0	LC4B	10	0	158	-1	1	17.776
470854274_0	LC4B	11	0	181	-1	1	19.026
470854274_0	LC4B	12	0	103	-1	1	14.353
470854274_0	LC4B	13	0	69	-1	1	11.747
470854274_0	LC4B	14	0	143	-1	1	16.912
470854274_0	LC4B	15	0	121	-1	1	15.556
470854274_0	LC4B	16	0	199	-1	1	19.95
470854274_0	LC4B	17	0	178	-1	1	18.868
470854274_0_r	LC4A	7	0	162	-1	1	18
470854274_0_r	LC4A	8	20	155	-0.871	0.871	14.432
470854274_0_r	LC4A	9	10	199	-0.95	0.95	18.489
470854274_0_r	LC4A	10	0	140	-1	1	16.733
470854274_0_r	LC4A	11	0	159	-1	1	17.833
470854274_0_r	LC4A	12	0	84	-1	1	12.961
470854274_0_r	LC4A	13	0	112	-1	1	14.967
470854274_0_r	LC4A	14	0	108	-1	1	14.697
470854274_0_r	LC4A	15	0	139	-1	1	16.673
470854274_0_r	LC4A	16	0	110	-1	1	14.832
470854274_0_r	LC4A	17	10	131	-0.924	0.924	14.411
472820227_1	36A	7	1252.2	990	0.265	0.209	7.831
472820227_1	36A	8	1089.9	732	0.489	0.328	11.858
472820227_1	36A	9	664.3	496	0.339	0.253	6.987
472820227_1	36A	16	20	368	-0.946	0.946	24.985
472820227_1	36A	17	273.7	493	-0.445	0.445	11.201
472820227_1	36A	18	8.1	610	-0.987	0.987	34.238
472820227_1_r	36B	7	40	390	-0.897	0.897	23.87
472820227_1_r	36B	8	255.3	358	-0.287	0.287	5.865
472820227_1_r	36B	9	85.1	426	-0.8	0.8	21.325
472820227_1_r	36B	16	0.8	637	-0.999	0.999	35.626
472820227_1_r	36B	17	196.5	813	-0.758	0.758	27.441
472820227_1_r	36B	18	810	932	-0.131	0.131	4.134
562609007_0	SL3B	6	30	169	-0.822	0.822	13.935
562609007_0	SL3B	7	70	227	-0.692	0.692	12.884
562609007_0	SL3B	8	160	197	-0.188	0.188	2.769
562609007_0	SL3B	9	398.1	189	1.106	0.525	12.204
562609007_0	SL3B	10	14.4	191	-0.925	0.925	17.426
562609007_0	SL3B	11	303.5	198	0.533	0.348	6.662
562609007_0	SL3B	12	410.6	231	0.777	0.437	10.027
562609007_0	SL3B	13	214.1	220	-0.027	0.027	0.4
562609007_0	SL3B	14	163.6	232	-0.295	0.295	4.863
562609007_0	SL3B	15	200	259	-0.228	0.228	3.895
562609007_0	SL3B	16	172.9	222	-0.221	0.221	3.494
562609007_0	SL3B	17	438	286	0.531	0.347	7.989
562609007_0	SL3B	18	502.5	334	0.504	0.335	8.239
562609007_0	SL3B	19	1129	238	3.744	0.789	34.081
562609010_0	SL3A	6	90	217	-0.585	0.585	10.251
562609010_0	SL3A	7	657.9	397	0.657	0.397	11.36
562609010_0	SL3A	8	1078.5	275	2.922	0.745	30.887
562609010_0	SL3A	9	1097	204	4.377	0.814	35.013
562609010_0	SL3A	10	850	183	3.645	0.785	29.349
562609010_0	SL3A	11	0	199	-1	1	19.95
562609010_0	SL3A	12	0	260	-1	1	22.804
562609010_0	SL3A	13	200	262	-0.237	0.237	4.079
562609010_0	SL3A	14	100	240	-0.583	0.583	10.738
562609010_0	SL3A	15	200	194	0.031	0.03	0.427
562609010_0	SL3A	16	200	266	-0.248	0.248	4.324
562609010_0	SL3A	17	30	315	-0.905	0.905	21.7
562609010_0	SL3A	18	70	296	-0.764	0.764	16.706
562609010_0	SL3A	19	330	236	0.398	0.285	5.588
569338042_1	107A	7	502.8	1107	-0.546	0.546	21.297
569338042_1	107A	8	2559.1	1383	0.85	0.46	26.491
569338042_1	107A	9	2164.8	1024	1.114	0.527	28.57
569338042_1	107A	16	248.1	838	-0.704	0.704	25.314
569338042_1	107A	17	546.6	1454	-0.624	0.624	28.69
569338042_1	107A	18	780.4	1174	-0.335	0.335	12.591
569338045_0	107B	7	256	914	-0.72	0.72	27.205
569338045_0	107B	8	594.4	1084	-0.452	0.452	16.901
569338045_0	107B	9	425.6	697	-0.389	0.389	11.455
569338045_0	107B	16	615.2	934	-0.341	0.341	11.455
569338045_0	107B	17	397.9	1289	-0.691	0.691	30.683
569338045_0	107B	18	1200.4	1633	-0.265	0.265	11.493
573531413_1	46B	7	150	417	-0.64	0.64	15.858
573531413_1	46B	8	528.3	563	-0.062	0.062	1.485
573531413_1	46B	9	384.7	572	-0.327	0.327	8.564
573531413_1	46B	16	10.5	765	-0.986	0.986	38.316
573531413_1	46B	17	107.9	1008	-0.893	0.893	38.106
573531413_1	46B	18	41.1	1018	-0.96	0.96	42.452
575650868_2	LC1A	7	0	1046	-1	1	45.738
575650868_2	LC1A	8	40	1087	-0.963	0.963	44.106
575650868_2	LC1A	9	0	955	-1	1	43.704
575650868_2	LC1A	10	0	690	-1	1	37.148
575650868_2	LC1A	11	0	778	-1	1	39.446
575650868_2	LC1A	12	46.1	899	-0.949	0.949	39.235
575650868_2	LC1A	13	113.9	800	-0.858	0.858	32.096
575650868_2	LC1A	14	0	665	-1	1	36.469
575650868_2	LC1A	15	140	765	-0.817	0.817	29.381
575650868_2	LC1A	16	120	882	-0.864	0.864	34.044
575650868_2	LC1A	17	460	1086	-0.576	0.576	22.516
627942651_1	39B	7	0	154	-1	1	17.55
627942651_1	39B	8	267.3	217	0.232	0.188	3.232
627942651_1	39B	9	110	277	-0.603	0.603	12.005
627942651_1	39B	16	0	241	-1	1	21.954
627942651_1	39B	17	0	506	-1	1	31.812
627942651_1	39B	18	103.9	507	-0.795	0.795	23.064
627942651_1_r	39A	7	367.8	787	-0.533	0.533	17.445
627942651_1_r	39A	8	748.4	728	0.028	0.027	0.751
627942651_1_r	39A	9	789.2	571	0.382	0.276	8.367
627942651_1_r	39A	16	0	295	-1	1	24.29
627942651_1_r	39A	17	0	355	-1	1	26.646
627942651_1_r	39A	18	70	389	-0.82	0.82	21.057
655429848_0	LC5B	7	0.3	20	-0.985	0.985	6.183
655429848_0	LC5B	8	0	27	-1	1	7.348
655429848_0	LC5B	9	0	11	-1	1	4.69
655429848_0	LC5B	10	0	20	-1	1	6.325
655429848_0	LC5B	11	0	26	-1	1	7.211
655429848_0	LC5B	12	0	24	-1	1	6.928
655429848_0	LC5B	13	0	43	-1	1	9.274
655429848_0	LC5B	14	0	16	-1	1	5.657
655429848_0	LC5B	15	0	20	-1	1	6.325
655429848_0	LC5B	16	0	26	-1	1	7.211
655429848_0	LC5B	17	0	36	-1	1	8.485
655429848_0_r	LC5A	7	29.9	16	0.869	0.465	2.902
655429848_0_r	LC5A	8	5.9	16	-0.631	0.631	3.052
655429848_0_r	LC5A	9	13.9	15	-0.073	0.073	0.289
655429848_0_r	LC5A	10	0	18	-1	1	6
655429848_0_r	LC5A	11	0	13	-1	1	5.099
655429848_0_r	LC5A	12	0	22	-1	1	6.633
655429848_0_r	LC5A	13	0	25	-1	1	7.071
655429848_0_r	LC5A	14	0	18	-1	1	6
655429848_0_r	LC5A	15	0	13	-1	1	5.099
655429848_0_r	LC5A	16	0	16	-1	1	5.657
655429848_0_r	LC5A	17	0	45	-1	1	9.487
698776325_0	38B	7	80.6	608	-0.867	0.867	28.423
698776325_0	38B	8	196.9	457	-0.569	0.569	14.385
698776325_0	38B	9	285.2	369	-0.227	0.227	4.633
698776325_0	38B	16	0	159	-1	1	17.833
698776325_0	38B	17	0	212	-1	1	20.591
698776325_0	38B	18	104.5	256	-0.592	0.592	11.284
699467575_0	49D	6	0	558	-1	1	33.407
699467575_0	49D	7	198.9	1512	-0.868	0.868	44.895
699467575_0	49D	8	440.3	1296	-0.66	0.66	29.042
699467575_0	49D	9	1162.4	1150	0.011	0.011	0.365
699467575_0	49D	10	1116.4	1316	-0.152	0.152	5.723
699467575_0	49D	11	198	1487	-0.867	0.867	44.409
699467575_0	49D	12	112	1557	-0.928	0.928	50.021
699467575_0	49D	13	260.2	1676	-0.845	0.845	45.503
699467575_0	49D	14	122.9	1525	-0.919	0.919	48.846
699467575_0	49D	15	116.9	1670	-0.93	0.93	51.959
699467575_0	49D	16	215.8	1816	-0.881	0.881	50.205
699467575_0	49D	17	510.8	1899	-0.731	0.731	39.992
699467575_0	49D	18	1336.1	2188	-0.389	0.389	20.295
699467575_0	49D	19	2572.7	1538	0.673	0.402	22.823
699467575_0	49D	20	1451.2	1212	0.197	0.165	6.555
699467575_0	49D	21	800	1121	-0.286	0.286	10.358
699685407_5	43A	7	0	557	-1	1	33.377
699685407_5	43A	8	10.3	630	-0.984	0.984	34.634
699685407_5	43A	9	125.2	666	-0.812	0.812	27.19
699685407_5	43A	16	0	731	-1	1	38.236
699685407_5	43A	17	0	737	-1	1	38.393
699685407_5	43A	18	83.1	694	-0.88	0.88	30.992
780041148_0	40B	6	1401.8	4258	-0.671	0.671	53.691
780041148_0	40B	7	7288.9	4677	0.558	0.358	33.767
780041148_0	40B	8	7369.9	3684	1.001	0.5	49.579
780041148_0	40B	9	4887.6	3653	0.338	0.253	18.893
780041148_0	40B	10	3448.9	3517	-0.019	0.019	1.154
780041148_0	40B	11	1844.9	3494	-0.472	0.472	31.918
780041148_0	40B	12	1681	3518	-0.522	0.522	36.03
780041148_0	40B	13	1842.4	3416	-0.461	0.461	30.689
780041148_0	40B	14	2272.7	4421	-0.486	0.486	37.134
780041148_0	40B	15	2160.3	4282	-0.495	0.495	37.383
780041148_0	40B	16	1206.1	3616	-0.666	0.666	49.079
780041148_0	40B	17	1306	4338	-0.699	0.699	57.076
780041148_0	40B	18	1788.8	3898	-0.541	0.541	39.555
780041148_0	40B	19	3280.1	3223	0.018	0.017	1.001
780041148_0	40B	20	1342	2052	-0.346	0.346	17.235
780041148_0	40B	21	744.8	2250	-0.669	0.669	38.898
780387724_0	62B	7	1143.4	3867	-0.704	0.704	54.415
780387724_0	62B	8	2801.8	3101	-0.096	0.096	5.507
780387724_0	62B	9	1676.2	2873	-0.417	0.417	25.094
780387724_0	62B	16	2406.7	3268	-0.264	0.264	16.17
780387724_0	62B	17	4428.5	3862	0.147	0.128	8.799
780387724_0	62B	18	7405.2	3307	1.239	0.553	55.998
780387732_0	40A	6	140	2100	-0.933	0.933	58.566
780387732_0	40A	7	934.6	4707	-0.801	0.801	71.028
780387732_0	40A	8	2301.7	3982	-0.422	0.422	29.977
780387732_0	40A	9	1760.3	3708	-0.525	0.525	37.249
780387732_0	40A	10	446.2	3590	-0.876	0.876	69.982
780387732_0	40A	11	557	4990	-0.888	0.888	84.175
780387732_0	40A	12	671.9	4649	-0.855	0.855	77.106
780387732_0	40A	13	1666.2	4875	-0.658	0.658	56.109
780387732_0	40A	14	1889.1	3954	-0.522	0.522	38.203
780387732_0	40A	15	1247.5	4527	-0.724	0.724	61.033
780387732_0	40A	16	1929.4	4517	-0.573	0.573	45.578
780387732_0	40A	17	2559.6	5769	-0.556	0.556	49.734
780387732_0	40A	18	3973	5019	-0.208	0.208	15.6
780387732_0	40A	19	5792.7	5356	0.082	0.075	5.849
780387732_0	40A	20	3873.9	3672	0.055	0.052	3.287
780387732_0	40A	21	2684.2	2939	-0.087	0.087	4.805
822368641_8	33A	7	660.1	641	0.03	0.029	0.749
822368641_8	33A	8	1475.5	544	1.712	0.631	29.314
822368641_8	33A	9	1016.9	440	1.311	0.567	21.375
822368641_8	33A	16	0	420	-1	1	28.983
822368641_8	33A	17	30	628	-0.952	0.952	32.969
822368641_8	33A	18	410	608	-0.326	0.326	8.776
822368641_8_r	33B	7	110	403	-0.727	0.727	18.295
822368641_8_r	33B	8	80	362	-0.779	0.779	18.969
822368641_8_r	33B	9	229.7	395	-0.418	0.418	9.353
822368641_8_r	33B	16	158.3	506	-0.687	0.687	19.078
822368641_8_r	33B	17	911.7	713	0.279	0.218	6.972
822368641_8_r	33B	18	1140.3	752	0.516	0.341	12.624
834356151_16	SL2A	6	0	62	-1	1	11.136
834356151_16	SL2A	7	60	120	-0.5	0.5	6.325
834356151_16	SL2A	8	20	111	-0.82	0.82	11.244
834356151_16	SL2A	9	0.2	128	-0.998	0.998	15.963
834356151_16	SL2A	10	77.7	122	-0.363	0.363	4.433
834356151_16	SL2A	11	41.7	118	-0.647	0.647	8.539
834356151_16	SL2A	12	14.9	117	-0.873	0.873	12.572
834356151_16	SL2A	13	3.5	141	-0.975	0.975	16.176
834356151_16	SL2A	14	10	134	-0.925	0.925	14.614
834356151_16	SL2A	15	0	112	-1	1	14.967
834356151_16	SL2A	16	0	127	-1	1	15.937
834356151_16	SL2A	17	0	158	-1	1	17.776
834356151_16	SL2A	18	40	179	-0.777	0.777	13.283
834356151_16	SL2A	19	146	106	0.377	0.274	3.563
834356151_16_r	SL2B	6	0	121	-1	1	15.556
834356151_16_r	SL2B	7	135.5	164	-0.174	0.174	2.329
834356151_16_r	SL2B	8	213.2	122	0.748	0.428	7.045
834356151_16_r	SL2B	9	95.3	99	-0.037	0.037	0.375
834356151_16_r	SL2B	10	0	108	-1	1	14.697
834356151_16_r	SL2B	11	0	117	-1	1	15.297
834356151_16_r	SL2B	12	0	141	-1	1	16.793
834356151_16_r	SL2B	13	180	124	0.452	0.311	4.542
834356151_16_r	SL2B	14	40	132	-0.697	0.697	9.921
834356151_16_r	SL2B	15	40	108	-0.63	0.63	7.905
834356151_16_r	SL2B	16	21.4	133	-0.839	0.839	12.702
834356151_16_r	SL2B	17	18.6	153	-0.878	0.878	14.51
834356151_16_r	SL2B	18	0	138	-1	1	16.613
834356151_16_r	SL2B	19	20	63	-0.683	0.683	6.675
84718573_2	61A	6	0	480	-1	1	30.984
84718573_2	61A	7	623.2	629	-0.009	0.009	0.232
84718573_2	61A	8	1108.8	783	0.416	0.294	10.593
84718573_2	61A	9	849.7	652	0.303	0.233	7.215
84718573_2	61A	16	10	533	-0.981	0.981	31.741
84718573_2	61A	17	173.7	696	-0.75	0.75	25.047
84718573_2	61A	18	892.8	710	0.257	0.205	6.457
88529171_0	30C	6	376.4	3211	-0.883	0.883	66.929
88529171_0	30C	7	3131.9	3493	-0.103	0.103	6.274
88529171_0	30C	8	4658.1	2761	0.687	0.407	31.148
88529171_0	30C	9	2399.1	2096	0.145	0.126	6.393
88529171_0	30C	10	499.3	1885	-0.735	0.735	40.133
88529171_0	30C	11	448	1783	-0.749	0.749	39.971
88529171_0	30C	12	192	1794	-0.893	0.893	50.838
88529171_0	30C	13	460	2707	-0.83	0.83	56.467
88529171_0	30C	14	440.1	4278	-0.897	0.897	79.018
88529171_0	30C	15	87	4058	-0.979	0.979	87.227
88529171_0	30C	16	343	5592	-0.939	0.939	96.357
88529171_0	30C	17	719.4	6464	-0.889	0.889	95.854
88529171_0	30C	18	988.2	2417	-0.591	0.591	34.627
88529171_0	30C	19	1538.6	1818	-0.154	0.154	6.82
88529171_0	30C	20	650.5	974	-0.332	0.332	11.351
88529171_0	30C	21	781	681	0.147	0.128	3.699
88595092_2	SL1B	6	0	102	-1	1	14.283
88595092_2	SL1B	7	0	162	-1	1	18
88595092_2	SL1B	8	0	118	-1	1	15.362
88595092_2	SL1B	9	0	125	-1	1	15.811
88595092_2	SL1B	10	0	136	-1	1	16.492
88595092_2	SL1B	11	0	125	-1	1	15.811
88595092_2	SL1B	12	0	129	-1	1	16.062
88595092_2	SL1B	13	0	149	-1	1	17.263
88595092_2	SL1B	14	0	154	-1	1	17.55
88595092_2	SL1B	15	90	157	-0.427	0.427	6.029
88595092_2	SL1B	16	160	177	-0.096	0.096	1.31
88595092_2	SL1B	17	300.7	166	0.811	0.448	8.818
88595092_2	SL1B	18	9.3	155	-0.94	0.94	16.075
88595092_2	SL1B	19	0	97	-1	1	13.928
88595092_2_r	SL1A	6	230	76	2.026	0.67	12.45
88595092_2_r	SL1A	7	0	137	-1	1	16.553
88595092_2_r	SL1A	8	0	133	-1	1	16.31
88595092_2_r	SL1A	9	230	152	0.513	0.339	5.644
88595092_2_r	SL1A	10	220	145	0.517	0.341	5.552
88595092_2_r	SL1A	11	0	163	-1	1	18.055
88595092_2_r	SL1A	12	60	139	-0.568	0.568	7.92
88595092_2_r	SL1A	13	0	146	-1	1	17.088
88595092_2_r	SL1A	14	0	178	-1	1	18.868
88595092_2_r	SL1A	15	0	203	-1	1	20.149
88595092_2_r	SL1A	16	20	188	-0.894	0.894	16.474
88595092_2_r	SL1A	17	0	199	-1	1	19.95
88595092_2_r	SL1A	18	70	166	-0.578	0.578	8.838
88595092_2_r	SL1A	19	0	218	-1	1	20.881
887686186_14	41A	7	666.9	1003	-0.335	0.335	11.632
887686186_14	41A	8	941.9	1012	-0.069	0.069	2.243
887686186_14	41A	9	490	942	-0.48	0.48	16.892
887686186_14	41A	17	180.8	1369	-0.868	0.868	42.684
887686186_14	41A	18	709.9	1749	-0.594	0.594	29.635
933724289_2	108B	7	520	805	-0.354	0.354	11.073
933724289_2	108B	8	1131.5	862	0.313	0.238	8.536
933724289_2	108B	9	655	830	-0.211	0.211	6.422
933724289_2	108B	16	496.9	733	-0.322	0.322	9.521
933724289_2	108B	17	801.3	880	-0.089	0.089	2.714
933724289_2	108B	18	986.5	880	0.121	0.108	3.486
933724289_2_r	108A	7	1373.7	958	0.434	0.303	12.175
933724289_2_r	108A	8	1569	964	0.628	0.386	17
933724289_2_r	108A	9	1154	884	0.305	0.234	8.458
933724289_2_r	108A	16	447.5	615	-0.272	0.272	7.267
933724289_2_r	108A	17	758	859	-0.118	0.118	3.552
933724289_2_r	108A	18	799.3	906	-0.118	0.118	3.654
933924203_0	19B	7	250.5	465	-0.461	0.461	11.341
933924203_0	19B	8	397.9	411	-0.032	0.032	0.651
933924203_0	19B	9	350.8	158	1.22	0.55	12.088
933924203_0	19B	16	0	70	-1	1	11.832
933924203_0	19B	17	0	101	-1	1	14.213
933924203_0	19B	18	0	141	-1	1	16.793
946462711_1	42A	7	760.4	568	0.339	0.253	7.465
946462711_1	42A	8	1012.3	525	0.928	0.481	17.576
946462711_1	42A	9	891.8	497	0.794	0.443	14.982
946462711_1	42A	16	60	362	-0.834	0.834	20.791
946462711_1	42A	17	250	512	-0.512	0.512	13.423
946462711_1	42A	18	408.7	530	-0.229	0.229	5.599
955637783_0	47B	7	148.6	1435	-0.896	0.896	45.716
955637783_0	47B	8	1250.3	1276	-0.02	0.02	0.723
955637783_0	47B	9	901.1	1242	-0.274	0.274	10.414
955637783_0	47B	16	154	1690	-0.909	0.909	50.585
955637783_0	47B	17	594.8	1871	-0.682	0.682	36.346
955637783_0	47B	18	1135.5	1812	-0.373	0.373	17.622
959065640_0	55D	7	0	2395	-1	1	69.21
959065640_0	55D	8	30	1842	-0.984	0.984	59.227
959065640_0	55D	9	30.1	1622	-0.981	0.981	55.388
959065640_0	55D	16	0	1397	-1	1	52.858
959065640_0	55D	17	0	1861	-1	1	61.008
959065640_0	55D	18	0	1698	-1	1	58.275
973189134_0	54B	7	672.1	715	-0.06	0.06	1.629
973189134_0	54B	8	1094.4	807	0.356	0.263	9.321
973189134_0	54B	9	1486.7	1030	0.443	0.307	12.874
973189134_0	54B	16	318.3	1570	-0.797	0.797	40.736
973189134_0	54B	17	261.7	1723	-0.848	0.848	46.388
973189134_0	54B	18	190.1	1728	-0.89	0.89	49.66
973189143_0	54A	7	1072.4	1192	-0.1	0.1	3.554
973189143_0	54A	8	1345.7	1114	0.208	0.172	6.607
973189143_0	54A	9	1357	1363	-0.004	0.004	0.163
973189143_0	54A	16	1716.4	2599	-0.34	0.34	19.001
973189143_0	54A	17	1819.7	2102	-0.134	0.134	6.375
973189143_0	54A	18	1921.3	1866	0.03	0.029	1.271
974187989_0	44A	7	474.9	1382	-0.656	0.656	29.77
974187989_0	44A	8	1680.8	1851	-0.092	0.092	4.05
974187989_0	44A	9	1245	1151	0.082	0.076	2.716
974187989_0	44A	16	657.9	1861	-0.646	0.646	33.901
974187989_0	44A	17	1383.1	2662	-0.48	0.48	28.437
974187989_0	44A	18	2246.7	2525	-0.11	0.11	5.698
974187992_0	38A	7	432.5	1217	-0.645	0.645	27.317
974187992_0	38A	8	1607.7	1354	0.187	0.158	6.593
974187992_0	38A	9	739.7	967	-0.235	0.235	7.781
974187992_0	38A	16	937.6	1298	-0.278	0.278	10.78
974187992_0	38A	17	1891.8	1782	0.062	0.058	2.562
974187992_0	38A	18	3133.8	1965	0.595	0.373	23.148
974509283_0	62A	7	7618.4	3503	1.175	0.54	55.188
974509283_0	62A	8	6293.8	3027	1.079	0.519	47.853
974509283_0	62A	9	5329.7	2964	0.798	0.444	36.737
974509283_0	62A	16	1737.4	3203	-0.458	0.458	29.488
974509283_0	62A	17	1538.4	3446	-0.554	0.554	38.212
974509283_0	62A	18	1425.2	3530	-0.596	0.596	42.286
974869515_0	102A	6	40.3	1153	-0.965	0.965	45.553
974869515_0	102A	7	162.2	2060	-0.921	0.921	56.934
974869515_0	102A	8	978.7	1816	-0.461	0.461	22.399
974869515_0	102A	9	882	1842	-0.521	0.521	26.013
974869515_0	102A	10	1054.6	1888	-0.441	0.441	21.727
974869515_0	102A	11	1449.8	1922	-0.246	0.246	11.5
974869515_0	102A	12	650.2	2200	-0.704	0.704	41.054
974869515_0	102A	13	205.2	2179	-0.906	0.906	57.167
974869515_0	102A	14	67.9	1852	-0.963	0.963	57.583
974869515_0	102A	15	60.1	1612	-0.963	0.963	53.672
974869515_0	102A	16	126.6	1921	-0.934	0.934	56.08
974869515_0	102A	17	53.2	2977	-0.982	0.982	75.115
974869515_0	102A	18	102.5	2190	-0.953	0.953	61.658
974869515_0	102A	19	249.5	1821	-0.863	0.863	48.842
974869515_0	102A	20	233.7	1357	-0.828	0.828	39.831
974869515_0	102A	21	11.5	935	-0.988	0.988	42.451
982055241_1	61B	6	0	97	-1	1	13.928
982055241_1	61B	7	177.4	419	-0.577	0.577	13.991
982055241_1	61B	8	596.9	466	0.281	0.219	5.678
982055241_1	61B	9	388.2	485	-0.2	0.2	4.633
982055241_1	61B	16	30	484	-0.938	0.938	28.32
982055241_1	61B	17	135.9	579	-0.765	0.765	23.437
982055241_1	61B	18	420.9	640	-0.342	0.342	9.513
982374013_2	45A	7	2683.7	2208	0.215	0.177	9.619
