2023-01-12 06:48:05 WARNING unable to delete old logfile -> floetteroed.cadyts.calibrators.Calibrator.<init>
2023-01-12 06:48:05 INFO starting AnalyticalCalibrator version 1.1.0
2023-01-12 06:48:05 INFO initializing with randomSeed = -4861521949016037020, timeBinSize_s = 3600, timeBinCnt = 24
2023-01-12 06:48:05 INFO default regressionInertia is 0.95
2023-01-12 06:48:05 INFO default freezeIteration is 2147483647
2023-01-12 06:48:05 INFO default varianceScale is 1.0
2023-01-12 06:48:05 INFO default preparatoryIterations is 1
2023-01-12 06:48:05 INFO default centerRegression is false
2023-01-12 06:48:05 INFO default statisticsFile is calibration-stats.txt
2023-01-12 06:48:05 INFO default proportionalAssignment is false
2023-01-12 06:48:05 INFO default debugMode is false
2023-01-12 06:48:05 INFO default flowAnalysisFile is null
2023-01-12 06:48:05 INFO default countFirstLink is false
2023-01-12 06:48:05 INFO default countLastLink is true
2023-01-12 06:48:05 INFO default minimum standard deviation for FLOW_VEH_H is 25.0
2023-01-12 06:48:05 INFO default minimum standard deviation for COUNT_VEH is 25.0
2023-01-12 06:48:05 INFO default bruteForce is false
2023-01-12 06:48:05 INFO set regressionInertia to 0.95
2023-01-12 06:48:05 INFO set minimum standard deviation for FLOW_VEH_H to 25.0
2023-01-12 06:48:05 INFO set minimum standard deviation for COUNT_VEH to 25.0
2023-01-12 06:48:05 INFO set freezeIteration to 2147483647
2023-01-12 06:48:05 INFO set preparatoryIterations to 5
2023-01-12 06:48:05 INFO set varianceScale to 1.0
2023-01-12 06:48:05 INFO set bruteForce to false
2023-01-12 06:48:05 INFO set statisticsFile to ./output_10P_14C_Calib_v7/calibration-stats.txt
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@18dd5ed3[id=1031825659_2][from_id=4645720302][to_id=3640913577][length=26.408973533649448][freespeed=13.88888888888889][capacity=2000.0][permlanes=1.0][modes=[car], start_s = 18000, dur_s = 3599, value = 607.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@18dd5ed3[id=1031825659_2][from_id=4645720302][to_id=3640913577][length=26.408973533649448][freespeed=13.88888888888889][capacity=2000.0][permlanes=1.0][modes=[car], start_s = 57600, dur_s = 3599, value = 515.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@18dd5ed3[id=1031825659_2][from_id=4645720302][to_id=3640913577][length=26.408973533649448][freespeed=13.88888888888889][capacity=2000.0][permlanes=1.0][modes=[car], start_s = 61200, dur_s = 3599, value = 449.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@18dd5ed3[id=1031825659_2][from_id=4645720302][to_id=3640913577][length=26.408973533649448][freespeed=13.88888888888889][capacity=2000.0][permlanes=1.0][modes=[car], start_s = 64800, dur_s = 3599, value = 314.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@679dd234[id=1031825659_2_r][from_id=3640913577][to_id=4645720302][length=26.408973533649448][freespeed=13.88888888888889][capacity=2000.0][permlanes=1.0][modes=[car], start_s = 18000, dur_s = 3599, value = 264.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@679dd234[id=1031825659_2_r][from_id=3640913577][to_id=4645720302][length=26.408973533649448][freespeed=13.88888888888889][capacity=2000.0][permlanes=1.0][modes=[car], start_s = 21600, dur_s = 3599, value = 473.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@679dd234[id=1031825659_2_r][from_id=3640913577][to_id=4645720302][length=26.408973533649448][freespeed=13.88888888888889][capacity=2000.0][permlanes=1.0][modes=[car], start_s = 25200, dur_s = 3599, value = 420.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@679dd234[id=1031825659_2_r][from_id=3640913577][to_id=4645720302][length=26.408973533649448][freespeed=13.88888888888889][capacity=2000.0][permlanes=1.0][modes=[car], start_s = 28800, dur_s = 3599, value = 512.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@679dd234[id=1031825659_2_r][from_id=3640913577][to_id=4645720302][length=26.408973533649448][freespeed=13.88888888888889][capacity=2000.0][permlanes=1.0][modes=[car], start_s = 32400, dur_s = 3599, value = 524.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@679dd234[id=1031825659_2_r][from_id=3640913577][to_id=4645720302][length=26.408973533649448][freespeed=13.88888888888889][capacity=2000.0][permlanes=1.0][modes=[car], start_s = 36000, dur_s = 3599, value = 448.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@679dd234[id=1031825659_2_r][from_id=3640913577][to_id=4645720302][length=26.408973533649448][freespeed=13.88888888888889][capacity=2000.0][permlanes=1.0][modes=[car], start_s = 39600, dur_s = 3599, value = 416.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@679dd234[id=1031825659_2_r][from_id=3640913577][to_id=4645720302][length=26.408973533649448][freespeed=13.88888888888889][capacity=2000.0][permlanes=1.0][modes=[car], start_s = 43200, dur_s = 3599, value = 449.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@679dd234[id=1031825659_2_r][from_id=3640913577][to_id=4645720302][length=26.408973533649448][freespeed=13.88888888888889][capacity=2000.0][permlanes=1.0][modes=[car], start_s = 46800, dur_s = 3599, value = 523.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@679dd234[id=1031825659_2_r][from_id=3640913577][to_id=4645720302][length=26.408973533649448][freespeed=13.88888888888889][capacity=2000.0][permlanes=1.0][modes=[car], start_s = 50400, dur_s = 3599, value = 542.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@679dd234[id=1031825659_2_r][from_id=3640913577][to_id=4645720302][length=26.408973533649448][freespeed=13.88888888888889][capacity=2000.0][permlanes=1.0][modes=[car], start_s = 54000, dur_s = 3599, value = 497.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@679dd234[id=1031825659_2_r][from_id=3640913577][to_id=4645720302][length=26.408973533649448][freespeed=13.88888888888889][capacity=2000.0][permlanes=1.0][modes=[car], start_s = 57600, dur_s = 3599, value = 523.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@679dd234[id=1031825659_2_r][from_id=3640913577][to_id=4645720302][length=26.408973533649448][freespeed=13.88888888888889][capacity=2000.0][permlanes=1.0][modes=[car], start_s = 61200, dur_s = 3599, value = 534.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@679dd234[id=1031825659_2_r][from_id=3640913577][to_id=4645720302][length=26.408973533649448][freespeed=13.88888888888889][capacity=2000.0][permlanes=1.0][modes=[car], start_s = 64800, dur_s = 3599, value = 495.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@60cb1ed6[id=1037015119_2][from_id=2079765516][to_id=2079765547][length=126.68902123845952][freespeed=16.666666666666668][capacity=3000.0][permlanes=2.0][modes=[car], start_s = 21600, dur_s = 3599, value = 1190.0, stddev = 34.49637662132068)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@60cb1ed6[id=1037015119_2][from_id=2079765516][to_id=2079765547][length=126.68902123845952][freespeed=16.666666666666668][capacity=3000.0][permlanes=2.0][modes=[car], start_s = 25200, dur_s = 3599, value = 969.0, stddev = 31.12876483254676)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@60cb1ed6[id=1037015119_2][from_id=2079765516][to_id=2079765547][length=126.68902123845952][freespeed=16.666666666666668][capacity=3000.0][permlanes=2.0][modes=[car], start_s = 28800, dur_s = 3599, value = 917.0, stddev = 30.28200785945344)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@60cb1ed6[id=1037015119_2][from_id=2079765516][to_id=2079765547][length=126.68902123845952][freespeed=16.666666666666668][capacity=3000.0][permlanes=2.0][modes=[car], start_s = 32400, dur_s = 3599, value = 836.0, stddev = 28.91366458960192)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@60cb1ed6[id=1037015119_2][from_id=2079765516][to_id=2079765547][length=126.68902123845952][freespeed=16.666666666666668][capacity=3000.0][permlanes=2.0][modes=[car], start_s = 36000, dur_s = 3599, value = 890.0, stddev = 29.832867780352597)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@60cb1ed6[id=1037015119_2][from_id=2079765516][to_id=2079765547][length=126.68902123845952][freespeed=16.666666666666668][capacity=3000.0][permlanes=2.0][modes=[car], start_s = 39600, dur_s = 3599, value = 1057.0, stddev = 32.51153641401772)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@60cb1ed6[id=1037015119_2][from_id=2079765516][to_id=2079765547][length=126.68902123845952][freespeed=16.666666666666668][capacity=3000.0][permlanes=2.0][modes=[car], start_s = 43200, dur_s = 3599, value = 931.0, stddev = 30.512292604784715)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@60cb1ed6[id=1037015119_2][from_id=2079765516][to_id=2079765547][length=126.68902123845952][freespeed=16.666666666666668][capacity=3000.0][permlanes=2.0][modes=[car], start_s = 46800, dur_s = 3599, value = 929.0, stddev = 30.479501308256342)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@60cb1ed6[id=1037015119_2][from_id=2079765516][to_id=2079765547][length=126.68902123845952][freespeed=16.666666666666668][capacity=3000.0][permlanes=2.0][modes=[car], start_s = 50400, dur_s = 3599, value = 1240.0, stddev = 35.21363372331802)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@60cb1ed6[id=1037015119_2][from_id=2079765516][to_id=2079765547][length=126.68902123845952][freespeed=16.666666666666668][capacity=3000.0][permlanes=2.0][modes=[car], start_s = 54000, dur_s = 3599, value = 1185.0, stddev = 34.42382895611701)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@60cb1ed6[id=1037015119_2][from_id=2079765516][to_id=2079765547][length=126.68902123845952][freespeed=16.666666666666668][capacity=3000.0][permlanes=2.0][modes=[car], start_s = 57600, dur_s = 3599, value = 1726.0, stddev = 41.54515615568198)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@60cb1ed6[id=1037015119_2][from_id=2079765516][to_id=2079765547][length=126.68902123845952][freespeed=16.666666666666668][capacity=3000.0][permlanes=2.0][modes=[car], start_s = 61200, dur_s = 3599, value = 1514.0, stddev = 38.91015291668744)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@60cb1ed6[id=1037015119_2][from_id=2079765516][to_id=2079765547][length=126.68902123845952][freespeed=16.666666666666668][capacity=3000.0][permlanes=2.0][modes=[car], start_s = 64800, dur_s = 3599, value = 968.0, stddev = 31.11269837220809)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@60cb1ed6[id=1037015119_2][from_id=2079765516][to_id=2079765547][length=126.68902123845952][freespeed=16.666666666666668][capacity=3000.0][permlanes=2.0][modes=[car], start_s = 68400, dur_s = 3599, value = 624.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@60cb1ed6[id=1037015119_2][from_id=2079765516][to_id=2079765547][length=126.68902123845952][freespeed=16.666666666666668][capacity=3000.0][permlanes=2.0][modes=[car], start_s = 72000, dur_s = 3599, value = 453.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@1e5eb20a[id=1041510116_0][from_id=2024951582][to_id=2024951454][length=63.300501233669166][freespeed=11.11111111111111][capacity=1000.0][permlanes=1.0][modes=[car], start_s = 54000, dur_s = 3599, value = 23.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@1e5eb20a[id=1041510116_0][from_id=2024951582][to_id=2024951454][length=63.300501233669166][freespeed=11.11111111111111][capacity=1000.0][permlanes=1.0][modes=[car], start_s = 57600, dur_s = 3599, value = 70.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@1e5eb20a[id=1041510116_0][from_id=2024951582][to_id=2024951454][length=63.300501233669166][freespeed=11.11111111111111][capacity=1000.0][permlanes=1.0][modes=[car], start_s = 21600, dur_s = 3599, value = 37.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@1e5eb20a[id=1041510116_0][from_id=2024951582][to_id=2024951454][length=63.300501233669166][freespeed=11.11111111111111][capacity=1000.0][permlanes=1.0][modes=[car], start_s = 25200, dur_s = 3599, value = 33.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@1e5eb20a[id=1041510116_0][from_id=2024951582][to_id=2024951454][length=63.300501233669166][freespeed=11.11111111111111][capacity=1000.0][permlanes=1.0][modes=[car], start_s = 28800, dur_s = 3599, value = 25.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@1e5eb20a[id=1041510116_0][from_id=2024951582][to_id=2024951454][length=63.300501233669166][freespeed=11.11111111111111][capacity=1000.0][permlanes=1.0][modes=[car], start_s = 32400, dur_s = 3599, value = 26.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@1e5eb20a[id=1041510116_0][from_id=2024951582][to_id=2024951454][length=63.300501233669166][freespeed=11.11111111111111][capacity=1000.0][permlanes=1.0][modes=[car], start_s = 36000, dur_s = 3599, value = 35.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@1e5eb20a[id=1041510116_0][from_id=2024951582][to_id=2024951454][length=63.300501233669166][freespeed=11.11111111111111][capacity=1000.0][permlanes=1.0][modes=[car], start_s = 39600, dur_s = 3599, value = 38.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@1e5eb20a[id=1041510116_0][from_id=2024951582][to_id=2024951454][length=63.300501233669166][freespeed=11.11111111111111][capacity=1000.0][permlanes=1.0][modes=[car], start_s = 43200, dur_s = 3599, value = 11.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@1e5eb20a[id=1041510116_0][from_id=2024951582][to_id=2024951454][length=63.300501233669166][freespeed=11.11111111111111][capacity=1000.0][permlanes=1.0][modes=[car], start_s = 46800, dur_s = 3599, value = 34.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@1e5eb20a[id=1041510116_0][from_id=2024951582][to_id=2024951454][length=63.300501233669166][freespeed=11.11111111111111][capacity=1000.0][permlanes=1.0][modes=[car], start_s = 50400, dur_s = 3599, value = 32.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@4538856f[id=1041510116_0_r][from_id=2024951454][to_id=2024951582][length=63.300501233669166][freespeed=11.11111111111111][capacity=1000.0][permlanes=1.0][modes=[car], start_s = 54000, dur_s = 3599, value = 20.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@4538856f[id=1041510116_0_r][from_id=2024951454][to_id=2024951582][length=63.300501233669166][freespeed=11.11111111111111][capacity=1000.0][permlanes=1.0][modes=[car], start_s = 57600, dur_s = 3599, value = 48.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@4538856f[id=1041510116_0_r][from_id=2024951454][to_id=2024951582][length=63.300501233669166][freespeed=11.11111111111111][capacity=1000.0][permlanes=1.0][modes=[car], start_s = 21600, dur_s = 3599, value = 59.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@4538856f[id=1041510116_0_r][from_id=2024951454][to_id=2024951582][length=63.300501233669166][freespeed=11.11111111111111][capacity=1000.0][permlanes=1.0][modes=[car], start_s = 25200, dur_s = 3599, value = 37.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@4538856f[id=1041510116_0_r][from_id=2024951454][to_id=2024951582][length=63.300501233669166][freespeed=11.11111111111111][capacity=1000.0][permlanes=1.0][modes=[car], start_s = 28800, dur_s = 3599, value = 32.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@4538856f[id=1041510116_0_r][from_id=2024951454][to_id=2024951582][length=63.300501233669166][freespeed=11.11111111111111][capacity=1000.0][permlanes=1.0][modes=[car], start_s = 32400, dur_s = 3599, value = 31.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@4538856f[id=1041510116_0_r][from_id=2024951454][to_id=2024951582][length=63.300501233669166][freespeed=11.11111111111111][capacity=1000.0][permlanes=1.0][modes=[car], start_s = 36000, dur_s = 3599, value = 44.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@4538856f[id=1041510116_0_r][from_id=2024951454][to_id=2024951582][length=63.300501233669166][freespeed=11.11111111111111][capacity=1000.0][permlanes=1.0][modes=[car], start_s = 39600, dur_s = 3599, value = 44.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@4538856f[id=1041510116_0_r][from_id=2024951454][to_id=2024951582][length=63.300501233669166][freespeed=11.11111111111111][capacity=1000.0][permlanes=1.0][modes=[car], start_s = 43200, dur_s = 3599, value = 15.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@4538856f[id=1041510116_0_r][from_id=2024951454][to_id=2024951582][length=63.300501233669166][freespeed=11.11111111111111][capacity=1000.0][permlanes=1.0][modes=[car], start_s = 46800, dur_s = 3599, value = 20.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@4538856f[id=1041510116_0_r][from_id=2024951454][to_id=2024951582][length=63.300501233669166][freespeed=11.11111111111111][capacity=1000.0][permlanes=1.0][modes=[car], start_s = 50400, dur_s = 3599, value = 25.0, stddev = 25.0)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@4c3de38e[id=109598310_0][from_id=6835322619][to_id=7732067286][length=149.79579798155672][freespeed=22.22222222222222][capacity=4000.0][permlanes=2.0][modes=[car], start_s = 54000, dur_s = 3599, value = 813.0, stddev = 28.513154858766505)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@4c3de38e[id=109598310_0][from_id=6835322619][to_id=7732067286][length=149.79579798155672][freespeed=22.22222222222222][capacity=4000.0][permlanes=2.0][modes=[car], start_s = 57600, dur_s = 3599, value = 1282.0, stddev = 35.805027579936315)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@4c3de38e[id=109598310_0][from_id=6835322619][to_id=7732067286][length=149.79579798155672][freespeed=22.22222222222222][capacity=4000.0][permlanes=2.0][modes=[car], start_s = 61200, dur_s = 3599, value = 761.0, stddev = 27.586228448267445)
2023-01-12 06:48:05 INFO added SingleLinkMeasurement(type = COUNT_VEH, link = org.matsim.core.network.LinkImpl@4c3de38e[id=109598310_0][from_id=6835322619][to_id=7732067286][length=149.79579798155672][freespeed=22.22222222222222][capacity=4000.0][permlanes=2.0][modes=[car], start_s = 21600, dur_s = 3599, value = 1295.0, stddev = 35.98610843089316)
